user_id,date,transaction_type,category,amount,payment_mode,location,notes,transaction_number
U101,2022-01-27,Expense,Entertainment,218.0,Cash,Ahmedabad,Grocery shopping cash,13777
U145,2022-01-27,Expense,Food,597.0,UPI,Jaipur,,5279
U147,2022-01-27,Income,Other Income,52674.0,UPI,Chennai,Course fee cash,2584
U180,2022-01-26,Expense,Utilities,250.0,Bank Transfer,Mumbai,Doctor visit via app,2969
U117,2022-01-26,Income,Other Income,63989.0,Card,Jaipur,Doctor visit late,14534
U024,2022-01-26,Expense,Utilities,159.0,Bank Transfer,Chennai,Monthly rent cash,4339
U063,2022-01-26,Expense,Food,762.0,Cash,Hyderabad,,13924
U104,2022-01-26,Expense,Rent,18678.0,Cash,Ahmedabad,Paid electricity bill,9141
U148,2022-01-26,Expense,Food,1004.0,UPI,Chennai,Paid electricity bill,3054
U020,2022-01-26,Expense,Utilities,439.0,Cash,Lucknow,,1690
U127,2022-01-26,Expense,Food,186.0,UPI,Ahmedabad,Uber to office,12948
U146,2022-01-26,Expense,Travel,97.0,Cash,Jaipur,Salary,10967
U166,2022-01-26,Income,Bonus,56100.0,Bank Transfer,Pune,Gift,14584
U057,2022-01-25,Expense,Savings,143.0,Card,Jaipur,Paid electricity bill,1518
U057,2022-01-25,Expense,Utilities,597.0,Bank Transfer,Delhi,Gift cash,10210
U070,2022-01-25,Expense,Health,3129.0,Cash,Bengaluru,Paid electricity bill,3873
U173,2022-01-25,Expense,Food,229.0,Card,Ahmedabad,Salary late,12890
U071,2022-01-25,Income,Other Income,45077.0,Cash,Kolkata,,4174
U016,2022-01-25,Expense,Travel,246.0,Card,Pune,Gift via app,8986
U020,2022-01-24,Expense,Travel,5172.0,Bank Transfer,Mumbai,Course fee,4560
U050,2022-01-24,Expense,Rent,488.0,Cash,Kolkata,,2039
U015,2022-01-24,Expense,Rent,1504.0,Bank Transfer,Mumbai,Grocery shopping,8492
U080,2022-01-24,Expense,Travel,178.0,Card,Hyderabad,Netflix subscription,7252
U183,2022-01-24,Expense,Others,7035.0,Cash,Chennai,Netflix subscription,7373
U029,2022-01-24,Expense,Utilities,925.0,Bank Transfer,Pune,Doctor visit,3571
U147,2022-01-24,Income,Salary,65010.0,Bank Transfer,Mumbai,Salary,7765
U081,2022-01-24,Expense,Food,150.0,Card,Jaipur,Course fee,3425
U162,2022-01-24,Expense,Entertainment,114.0,Card,Jaipur,,13717
U037,2022-01-24,Expense,Food,627.0,Cash,Jaipur,Monthly rent via app,9462
U178,2022-01-24,Expense,Food,440.0,Card,Hyderabad,Netflix subscription late,14819
U184,2022-01-24,Expense,Health,107.0,Bank Transfer,Hyderabad,Monthly rent,10961
U057,2022-01-24,Expense,Travel,435.0,Card,Mumbai,,7482
U081,2022-01-24,Expense,Food,492.0,Cash,Jaipur,Monthly rent,14727
U096,2022-01-24,Expense,Entertainment,547.0,Cash,Lucknow,,4929
U176,2022-01-24,Expense,Rent,562.0,Cash,Ahmedabad,Grocery shopping,355
U122,2022-01-24,Expense,Food,999.0,UPI,Kolkata,,309
U072,2022-01-24,Expense,Food,6665.0,Card,Pune,Paid electricity bill,3403
U118,2022-01-24,Income,Other Income,50067.0,Bank Transfer,Delhi,Course fee,7305
U184,2022-01-24,Expense,Travel,289.0,Bank Transfer,Hyderabad,,13233
U106,2022-01-23,Income,Salary,54947.0,Card,Hyderabad,,12305
U098,2022-01-23,Expense,Rent,137.0,Bank Transfer,Jaipur,,10877
U108,2022-01-23,Expense,Entertainment,188.0,Cash,Lucknow,Monthly rent,6486
U134,2022-01-23,Expense,Food,3412.0,Bank Transfer,Kolkata,Grocery shopping,523
U143,2022-01-23,Expense,Food,1169.0,Card,Kolkata,Netflix subscription,7638
U153,2022-01-22,Expense,Utilities,160.0,Card,Delhi,Netflix subscription,5623
U142,2022-01-22,Expense,Rent,592.0,UPI,Kolkata,Salary,10171
U085,2022-01-22,Expense,Food,834.0,Cash,Pune,Course fee,6687
U150,2022-01-22,Expense,Entertainment,194.0,Card,Ahmedabad,Netflix subscription,9842
U087,2022-01-22,Income,Other Income,51712.0,UPI,Ahmedabad,Grocery shopping,2477
U181,2022-01-22,Income,Bonus,86328.0,UPI,Jaipur,Grocery shopping via app,13610
U004,2022-01-22,Expense,Food,81.0,Cash,Pune,Dinner at resto,10659
U115,2022-01-22,Expense,Food,6621.0,Cash,Pune,Paid electricity bill,3939
U008,2022-01-22,Expense,Utilities,1198.0,Bank Transfer,Jaipur,Netflix subscription cash,4045
U121,2022-01-22,Income,Salary,42539.0,Card,Lucknow,Grocery shopping via app,11619
U102,2022-01-22,Expense,Food,89.0,Bank Transfer,Delhi,Grocery shopping,9726
U108,2022-01-22,Expense,Food,281.0,Cash,Pune,Netflix subscription,9377
U014,2022-01-22,Expense,Travel,771.0,UPI,Ahmedabad,,10471
U083,2022-01-21,Expense,Travel,1731.0,Card,Lucknow,Dinner at resto,9518
U174,2022-01-21,Expense,Travel,445.0,Card,Lucknow,Course fee,11359
U037,2022-01-21,Expense,Entertainment,58.0,UPI,Bengaluru,,3167
U127,2022-01-21,Expense,Food,170.0,Cash,Mumbai,Monthly rent,9472
U177,2022-01-21,Expense,Food,130.0,Card,Mumbai,Dinner at resto,7167
U173,2022-01-21,Expense,Savings,89.0,Card,Mumbai,Doctor visit,4458
U099,2022-01-21,Income,Salary,84021.0,Bank Transfer,Pune,Doctor visit,9963
U074,2022-01-21,Expense,Rent,242.0,Card,Pune,Monthly rent,5061
U073,2022-01-21,Income,Bonus,21295.0,Cash,Pune,Paid electricity bill via app,3877
U069,2022-01-21,Expense,Savings,191.0,UPI,Jaipur,Grocery shopping,8520
U014,2022-01-21,Expense,Food,205.0,Cash,Pune,Netflix subscription,4479
U090,2022-01-21,Expense,Rent,348.0,Card,Bengaluru,Monthly rent late,12884
U114,2022-01-20,Expense,Food,383.0,Bank Transfer,Hyderabad,Grocery shopping,11684
U024,2022-01-20,Expense,Utilities,93.0,Bank Transfer,Lucknow,,10855
U067,2022-01-20,Income,Salary,55417.0,Cash,Lucknow,Uber to office,8182
U134,2022-01-20,Expense,Food,490.0,UPI,Ahmedabad,Uber to office,1086
U182,2022-01-20,Expense,Utilities,407.0,Card,Chennai,Dinner at resto,2957
U159,2022-01-20,Expense,Food,1607.0,Card,Jaipur,Paid electricity bill cash,9433
U169,2022-01-20,Expense,Others,514.0,Cash,Hyderabad,Dinner at resto late,952
U082,2022-01-20,Expense,Food,285.0,Cash,Delhi,,341
U132,2022-01-20,Income,Salary,61286.0,Cash,Ahmedabad,Netflix subscription,14180
U170,2022-01-20,Expense,Utilities,320.0,Card,Bengaluru,Dinner at resto,1360
U030,2022-01-19,Expense,Utilities,546.0,UPI,Ahmedabad,Paid electricity bill,12027
U150,2022-01-19,Expense,Food,771.0,Bank Transfer,Ahmedabad,Dinner at resto,12506
U054,2022-01-19,Expense,Food,105.0,UPI,Mumbai,Uber to office late,9897
U183,2022-01-19,Expense,Food,153.0,UPI,Bengaluru,Course fee cash,12957
U159,2022-01-19,Expense,Utilities,867.0,Cash,Delhi,,8487
U048,2022-01-19,Expense,Utilities,352.0,Bank Transfer,Chennai,Netflix subscription,693
U088,2022-01-19,Expense,Food,476.0,UPI,Ahmedabad,Paid electricity bill,11450
U124,2022-01-18,Expense,Rent,262.0,Card,Pune,Uber to office,738
U087,2022-01-18,Expense,Entertainment,755.0,Bank Transfer,Ahmedabad,Dinner at resto,682
U080,2022-01-18,Income,Salary,77205.0,Cash,Ahmedabad,Doctor visit,3572
U116,2022-01-18,Expense,Travel,563.0,Card,Mumbai,Dinner at resto,14374
U053,2022-01-18,Expense,Travel,118.0,UPI,Lucknow,Dinner at resto,6953
U108,2022-01-18,Expense,Utilities,305.0,Cash,Kolkata,Paid electricity bill,5571
U187,2022-01-18,Expense,Food,491.0,Bank Transfer,Kolkata,Gift,14221
U024,2022-01-17,Expense,Rent,202.0,UPI,Pune,Course fee,8936
U136,2022-01-17,Expense,Savings,5291.0,Bank Transfer,Kolkata,,8617
U113,2022-01-17,Income,Salary,65286.0,Card,Bengaluru,,1420
U070,2022-01-17,Expense,Rent,152.0,Bank Transfer,Lucknow,Paid electricity bill,6294
U088,2022-01-17,Expense,Rent,354.0,UPI,Lucknow,,14687
U114,2022-01-17,Expense,Rent,1480.0,Card,Pune,Dinner at resto,1306
U135,2022-01-17,Income,Salary,38003.0,Bank Transfer,Kolkata,Grocery shopping,3990
U153,2022-01-17,Expense,Entertainment,638.0,Card,Mumbai,Uber to office cash,11069
U174,2022-01-17,Expense,Rent,101.0,Bank Transfer,Chennai,Monthly rent,5501
U094,2022-01-16,Expense,Food,1015.0,Cash,Jaipur,,3706
U031,2022-01-16,Expense,Health,45.0,Card,Jaipur,Netflix subscription,11488
U099,2022-01-16,Income,Salary,72487.0,UPI,Pune,Gift,13797
U190,2022-01-16,Income,Bonus,65343.0,Cash,Mumbai,Paid electricity bill,2303
U181,2022-01-16,Expense,Food,131.0,Bank Transfer,Lucknow,Monthly rent,10336
U121,2022-01-16,Income,Salary,60572.0,Card,Jaipur,Dinner at resto,5537
U007,2022-01-16,Income,Salary,67530.0,Bank Transfer,Jaipur,Paid electricity bill,8988
U107,2022-01-16,Expense,Utilities,534.0,Card,Kolkata,,8516
U103,2022-01-16,Income,Salary,53397.0,Card,Pune,Dinner at resto,13236
U038,2022-01-16,Expense,Health,2685.0,UPI,Jaipur,Paid electricity bill,11606
U160,2022-01-16,Expense,Entertainment,1344.0,Card,Delhi,Paid electricity bill,12640
U147,2022-01-16,Expense,Entertainment,4131.0,UPI,Chennai,Doctor visit,964
U185,2022-01-15,Expense,Rent,894.0,Cash,Kolkata,Uber to office,3861
U130,2022-01-15,Expense,Travel,3171.0,Card,Lucknow,Salary,9959
U114,2022-01-15,Expense,Travel,2646.0,Card,Bengaluru,Gift,14529
U131,2022-01-15,Expense,Rent,184.0,Cash,Mumbai,Grocery shopping,4798
U091,2022-01-15,Expense,Savings,1190.0,UPI,Lucknow,Netflix subscription,5798
U142,2022-01-15,Expense,Savings,315.0,Bank Transfer,Lucknow,Netflix subscription,12883
U160,2022-01-15,Expense,Utilities,78.0,UPI,Pune,Salary,13816
U099,2022-01-14,Expense,Others,12728.0,Bank Transfer,Pune,Doctor visit,853
U002,2022-01-14,Expense,Utilities,5966.0,UPI,Chennai,Dinner at resto,4627
U081,2022-01-14,Income,Salary,60219.0,Cash,Chennai,Doctor visit,7968
U171,2022-01-14,Income,Other Income,50468.0,Bank Transfer,Chennai,Doctor visit,12462
U189,2022-01-14,Expense,Entertainment,1091.0,Bank Transfer,Kolkata,Doctor visit,1022
U043,2022-01-14,Expense,Savings,4098.0,Cash,Bengaluru,Paid electricity bill,8404
U174,2022-01-14,Expense,Food,1178.0,UPI,Jaipur,Course fee,3759
U073,2022-01-14,Expense,Others,4274.0,UPI,Hyderabad,Salary cash,11325
U107,2022-01-14,Expense,Savings,720.0,Card,Chennai,Grocery shopping,7556
U022,2022-01-14,Income,Salary,56010.0,Card,Mumbai,Gift,3161
U098,2022-01-14,Expense,Travel,621.0,Bank Transfer,Delhi,Monthly rent,10257
U027,2022-01-13,Income,Bonus,72765.0,Bank Transfer,Bengaluru,Salary,11459
U120,2022-01-13,Expense,Rent,294.0,Bank Transfer,Pune,,3611
U087,2022-01-13,Expense,Rent,729.0,UPI,Delhi,Monthly rent,13506
U169,2022-01-13,Expense,Rent,630.0,Bank Transfer,Kolkata,Course fee cash,12518
U139,2022-01-13,Expense,Food,2354.0,UPI,Chennai,Grocery shopping,2274
U074,2022-01-13,Income,Salary,70100.0,Cash,Hyderabad,Gift cash,5560
U175,2022-01-13,Expense,Others,895.0,UPI,Kolkata,Grocery shopping,4352
U099,2022-01-13,Expense,Rent,3903.0,UPI,Mumbai,Netflix subscription late,2839
U037,2022-01-13,Expense,Rent,276.0,Card,Jaipur,Gift,4524
U121,2022-01-13,Expense,Food,1079.0,Cash,Chennai,Uber to office,908
U181,2022-01-13,Income,Other Income,69271.0,UPI,Hyderabad,Netflix subscription,14774
U147,2022-01-13,Expense,Food,738.0,Bank Transfer,Chennai,Paid electricity bill,3470
U032,2022-01-13,Expense,Rent,859.0,UPI,Bengaluru,,3933
U086,2022-01-13,Expense,Savings,719.0,UPI,Kolkata,Gift,5249
U009,2022-01-13,Expense,Food,2121.0,Bank Transfer,Ahmedabad,Paid electricity bill,14122
U136,2022-01-12,Expense,Rent,709.0,Card,Ahmedabad,Course fee late,2251
U039,2022-01-12,Expense,Rent,2279.0,Card,Jaipur,Gift,1062
U088,2022-01-12,Income,Other Income,68902.0,Card,Hyderabad,Grocery shopping,2927
U079,2022-01-12,Expense,Rent,1487.0,Bank Transfer,Pune,Dinner at resto,3534
U149,2022-01-12,Expense,Food,336.0,Bank Transfer,Chennai,Course fee,1791
U105,2022-01-12,Expense,Food,209.0,UPI,Chennai,Paid electricity bill,13733
U076,2022-01-12,Expense,Utilities,236.0,Card,Kolkata,,951
U094,2022-01-12,Expense,Travel,15.0,UPI,Delhi,Salary,196
U121,2022-01-12,Expense,Travel,34.0,Bank Transfer,Kolkata,Monthly rent via app,8379
U050,2022-01-12,Expense,Entertainment,456.0,Bank Transfer,Pune,Course fee,2389
U107,2022-01-12,Expense,Entertainment,342.0,Card,Bengaluru,Doctor visit,1000
U014,2022-01-12,Expense,Savings,500.0,Bank Transfer,Jaipur,Salary,7345
U160,2022-01-11,Expense,Food,207.0,Bank Transfer,Kolkata,Monthly rent,7828
U105,2022-01-11,Expense,Food,252.0,Cash,Ahmedabad,Salary,1858
U182,2022-01-11,Expense,Entertainment,653.0,Cash,Jaipur,,5190
U085,2022-01-11,Income,Bonus,77270.0,Card,Pune,Netflix subscription,10373
U046,2022-01-11,Expense,Utilities,1015.0,Card,Mumbai,,4198
U081,2022-01-11,Expense,Food,69.0,UPI,Mumbai,,10376
U163,2022-01-11,Expense,Food,3648.0,Card,Ahmedabad,Doctor visit,14861
U183,2022-01-11,Expense,Others,79.0,Bank Transfer,Lucknow,,8927
U058,2022-01-11,Income,Other Income,21717.0,UPI,Lucknow,Uber to office,1959
U081,2022-01-11,Income,Bonus,88019.0,Cash,Delhi,Course fee,6631
U142,2022-01-11,Expense,Food,4199.0,Bank Transfer,Kolkata,Grocery shopping,7655
U074,2022-01-11,Expense,Rent,505.0,Cash,Mumbai,Monthly rent,1751
U001,2022-01-11,Expense,Food,432.0,Cash,Ahmedabad,,10743
U085,2022-01-10,Expense,Rent,69.0,UPI,Delhi,Grocery shopping,1429
U142,2022-01-10,Income,Other Income,75061.0,UPI,Mumbai,Salary,9528
U020,2022-01-10,Expense,Travel,122.0,Bank Transfer,Jaipur,Doctor visit via app,7067
U025,2022-01-10,Expense,Food,1387.0,UPI,Mumbai,Grocery shopping,2589
U188,2022-01-10,Expense,Others,584.0,Bank Transfer,Chennai,Dinner at resto late,5054
U040,2022-01-10,Expense,Travel,922.0,UPI,Mumbai,Doctor visit,2403
U161,2022-01-10,Expense,Food,1884.0,Card,Jaipur,Salary,11519
U066,2022-01-10,Expense,Rent,264.0,Cash,Chennai,,10417
U005,2022-01-10,Expense,Rent,279.0,Cash,Mumbai,Grocery shopping,9844
U024,2022-01-10,Expense,Food,93.0,UPI,Kolkata,Monthly rent,4933
U187,2022-01-10,Income,Bonus,55604.0,Bank Transfer,Delhi,Salary,10621
U185,2022-01-10,Expense,Rent,309.0,Bank Transfer,Lucknow,Doctor visit,12459
U061,2022-01-10,Income,Bonus,52221.0,Cash,Ahmedabad,Monthly rent,5802
U081,2022-01-10,Expense,Food,702.0,Cash,Chennai,,6057
U066,2022-01-10,Expense,Rent,185.0,Bank Transfer,Delhi,Course fee,8970
U122,2022-01-10,Expense,Rent,1295.0,UPI,Mumbai,Salary,10587
U161,2022-01-10,Expense,Savings,224.0,Card,Hyderabad,Salary,1187
U015,2022-01-09,Expense,Travel,409.0,Cash,Chennai,Doctor visit,7507
U190,2022-01-09,Expense,Education,59.0,UPI,Delhi,Dinner at resto,10892
U119,2022-01-09,Expense,Travel,305.0,Cash,Lucknow,Dinner at resto,5514
U138,2022-01-09,Expense,Rent,1368.0,Card,Ahmedabad,Monthly rent,8513
U120,2022-01-09,Income,Bonus,43509.0,Card,Ahmedabad,Monthly rent,8304
U027,2022-01-09,Expense,Others,1502.0,Cash,Delhi,Course fee,5944
U052,2022-01-09,Expense,Travel,557.0,UPI,Ahmedabad,Course fee,5925
U134,2022-01-09,Income,Bonus,63773.0,Card,Delhi,Doctor visit,11413
U165,2022-01-09,Expense,Rent,1174.0,Card,Mumbai,Grocery shopping via app,12378
U112,2022-01-09,Expense,Travel,237.0,Bank Transfer,Lucknow,Gift late,13491
U001,2022-01-08,Income,Other Income,71407.0,UPI,Jaipur,Salary late,9096
U099,2022-01-08,Expense,Rent,194.0,UPI,Lucknow,Dinner at resto,450
U060,2022-01-08,Expense,Utilities,118.0,UPI,Lucknow,Gift,9499
U065,2022-01-08,Income,Salary,84815.0,Bank Transfer,Lucknow,Paid electricity bill,12675
U041,2022-01-08,Expense,Food,936.0,Card,Chennai,,4774
U049,2022-01-08,Expense,Rent,1991.0,Card,Lucknow,Salary,5403
U108,2022-01-08,Expense,Travel,2981.0,Card,Delhi,Course fee late,12885
U154,2022-01-08,Income,Salary,60570.0,UPI,Jaipur,,13087
U092,2022-01-08,Expense,Travel,210.0,Bank Transfer,Kolkata,,3008
U094,2022-01-07,Income,Salary,82077.0,Cash,Kolkata,Netflix subscription,4096
U066,2022-01-07,Expense,Food,267.0,Cash,Delhi,Grocery shopping,1247
U011,2022-01-07,Expense,Entertainment,170.0,Card,Jaipur,Salary late,4151
U152,2022-01-07,Income,Other Income,59641.0,Bank Transfer,Mumbai,Grocery shopping,7320
U020,2022-01-07,Expense,Food,120.0,UPI,Ahmedabad,,652
U132,2022-01-07,Expense,Rent,373.0,Card,Lucknow,Course fee,415
U058,2022-01-07,Income,Salary,64391.0,Bank Transfer,Chennai,Dinner at resto,13933
U124,2022-01-07,Expense,Entertainment,207.0,Card,Pune,Grocery shopping,11664
U022,2022-01-07,Income,Bonus,42045.0,UPI,Lucknow,Netflix subscription,2364
U047,2022-01-07,Expense,Food,1615.0,Cash,Lucknow,Salary,4723
U004,2022-01-06,Expense,Food,956.0,Card,Jaipur,Uber to office,1043
U016,2022-01-06,Expense,Food,194.0,Cash,Delhi,Monthly rent cash,4119
U172,2022-01-06,Expense,Entertainment,213.0,Cash,Delhi,Salary late,3945
U045,2022-01-06,Expense,Food,99.0,UPI,Kolkata,Monthly rent cash,10576
U123,2022-01-06,Expense,Health,318.0,Cash,Chennai,Dinner at resto late,4281
U001,2022-01-05,Expense,Food,23.0,Cash,Mumbai,Grocery shopping,5949
U062,2022-01-05,Expense,Entertainment,167.0,Bank Transfer,Pune,Paid electricity bill,8818
U151,2022-01-05,Income,Salary,63716.0,UPI,Lucknow,Grocery shopping,14464
U090,2022-01-05,Income,Salary,55561.0,UPI,Jaipur,Doctor visit,8446
U154,2022-01-05,Expense,Rent,186.0,Card,Kolkata,Monthly rent,9142
U102,2022-01-05,Expense,Food,781.0,UPI,Pune,Monthly rent via app,9676
U055,2022-01-05,Expense,Food,715.0,Cash,Chennai,Monthly rent,9540
U001,2022-01-05,Expense,Food,4749.0,Card,Pune,Paid electricity bill,13468
U036,2022-01-05,Income,Bonus,48404.0,Card,Kolkata,,5492
U191,2022-01-05,Expense,Rent,1349.0,Card,Pune,Dinner at resto,7211
U029,2022-01-05,Expense,Education,1955.0,UPI,Ahmedabad,,4625
U148,2022-01-05,Expense,Food,5915.0,Cash,Delhi,,5521
U150,2022-01-04,Expense,Entertainment,1606.0,Bank Transfer,Bengaluru,Paid electricity bill cash,10340
U044,2022-01-04,Expense,Rent,1712.0,Cash,Ahmedabad,Doctor visit,13302
U101,2022-01-04,Income,Other Income,44769.0,UPI,Delhi,Course fee,13992
U053,2022-01-04,Expense,Food,323.0,Card,Jaipur,Paid electricity bill,5711
U187,2022-01-04,Expense,Health,18.0,Cash,Bengaluru,Netflix subscription,9355
U189,2022-01-04,Expense,Rent,1645.0,UPI,Lucknow,Monthly rent via app,2061
U139,2022-01-04,Expense,Others,88.0,Card,Jaipur,,13795
U114,2022-01-04,Expense,Rent,112.0,Bank Transfer,Delhi,,8254
U118,2022-01-04,Income,Salary,39236.0,Bank Transfer,Bengaluru,Salary late,495
U094,2022-01-04,Expense,Entertainment,611.0,Bank Transfer,Hyderabad,Gift,7666
U066,2022-01-03,Expense,Travel,239.0,Bank Transfer,Pune,Paid electricity bill,12024
U056,2022-01-03,Expense,Rent,2743.0,UPI,Kolkata,Grocery shopping,13563
U061,2022-01-03,Expense,Rent,260.0,Bank Transfer,Ahmedabad,Grocery shopping,14945
U146,2022-01-03,Expense,Food,734.0,Bank Transfer,Chennai,Doctor visit,4729
U018,2022-01-03,Expense,Utilities,64.0,Card,Mumbai,Gift,6751
U024,2022-01-03,Expense,Rent,806.0,Cash,Jaipur,Doctor visit,8937
U048,2022-01-03,Expense,Food,540.0,Bank Transfer,Jaipur,Gift cash,11477
U023,2022-01-02,Expense,Utilities,2737.0,Bank Transfer,Jaipur,,9942
U033,2022-01-02,Expense,Others,638.0,UPI,Pune,,2313
U046,2022-01-02,Expense,Others,237.0,Card,Ahmedabad,Monthly rent,2797
U180,2022-01-02,Income,Salary,20170.0,UPI,Hyderabad,Monthly rent,4866
U129,2022-01-02,Expense,Savings,548.0,Card,Ahmedabad,Doctor visit,2083
U107,2022-01-02,Expense,Education,1016.0,UPI,Pune,Gift,13892
U162,2022-01-02,Expense,Food,144.0,Cash,Kolkata,Paid electricity bill,10048
U088,2022-01-02,Income,Other Income,57199.0,Cash,Jaipur,,13656
U072,2022-01-01,Expense,Food,668.0,Bank Transfer,Mumbai,Grocery shopping cash,13362
U147,2022-01-01,Expense,Food,648.0,UPI,Pune,Monthly rent,13922
U088,2022-01-01,Expense,Travel,105.0,Cash,Ahmedabad,Paid electricity bill,1629
U153,2022-01-01,Expense,Education,949.0,UPI,Jaipur,Gift,12192
U091,2022-01-01,Expense,Education,53.0,UPI,Ahmedabad,Uber to office,12848
U051,2022-01-01,Expense,Travel,185.0,Card,Pune,,8830
U173,2022-01-01,Income,Other Income,40883.0,Bank Transfer,Kolkata,Grocery shopping,5557
U065,2021-12-31,Expense,Rent,107.0,Card,Pune,Gift late,9964
U016,2021-12-31,Expense,Rent,766.0,UPI,Ahmedabad,,9098
U021,2021-12-31,Expense,Rent,677.0,UPI,Delhi,Paid electricity bill cash,1499
U176,2021-12-31,Income,Salary,81056.0,Cash,Delhi,Salary cash,13549
U062,2021-12-31,Income,Bonus,61256.0,Cash,Bengaluru,Salary,4296
U052,2021-12-31,Expense,Food,-450.0,Card,Jaipur,Doctor visit,13667
U059,2021-12-31,Expense,Others,439.0,Bank Transfer,Delhi,Course fee,8479
U094,2021-12-31,Expense,Rent,784.0,UPI,Mumbai,Monthly rent,8188
U075,2021-12-31,Income,Other Income,33029.0,Cash,Jaipur,Monthly rent,7491
U008,2021-12-31,Expense,Travel,166.0,UPI,Chennai,,11016
U087,2021-12-30,Expense,Rent,51.0,Card,Jaipur,Netflix subscription via app,13654
U170,2021-12-30,Income,Other Income,35109.0,Bank Transfer,Bengaluru,Paid electricity bill via app,5477
U055,2021-12-30,Expense,Food,412.0,Bank Transfer,Bengaluru,Doctor visit,11195
U072,2021-12-30,Expense,Others,6056.0,Cash,Mumbai,Dinner at resto,13476
U171,2021-12-30,Expense,Travel,161.0,Bank Transfer,Ahmedabad,Gift,4643
U026,2021-12-30,Expense,Food,468.0,Card,Lucknow,Grocery shopping,2545
U161,2021-12-30,Expense,Utilities,203.0,Card,Bengaluru,Paid electricity bill via app,6275
U080,2021-12-30,Income,Salary,58813.0,Cash,Pune,Dinner at resto,10162
U088,2021-12-29,Income,Salary,67844.0,Bank Transfer,Delhi,Grocery shopping,4533
U162,2021-12-29,Expense,Entertainment,81.0,Cash,Bengaluru,Salary,14451
U035,2021-12-29,Expense,Rent,581.0,UPI,Hyderabad,Dinner at resto,2428
U176,2021-12-29,Expense,Food,1308.0,Bank Transfer,Lucknow,,13404
U046,2021-12-29,Expense,Rent,999999.0,UPI,Pune,,10645
U046,2021-12-29,Expense,Savings,67.0,UPI,Chennai,Paid electricity bill via app,9070
U080,2021-12-29,Expense,Utilities,276.0,Bank Transfer,Delhi,Paid electricity bill,12476
U030,2021-12-29,Expense,Food,461.0,Bank Transfer,Jaipur,Salary,2981
U075,2021-12-29,Expense,Others,360.0,Card,Jaipur,Doctor visit,269
U088,2021-12-28,Expense,Rent,139.0,Bank Transfer,Mumbai,Course fee,5327
U076,2021-12-28,Expense,Others,3129.0,Card,Lucknow,,5891
U103,2021-12-28,Expense,Utilities,1118.0,Bank Transfer,Pune,Paid electricity bill,3647
U036,2021-12-28,Expense,Food,110.0,Cash,Ahmedabad,Course fee,5561
U024,2021-12-28,Income,Other Income,77454.0,Cash,Ahmedabad,Salary,3412
U135,2021-12-28,Expense,Food,1335.0,Bank Transfer,Pune,,821
U117,2021-12-27,Expense,Rent,360.0,Bank Transfer,Bengaluru,Grocery shopping,11745
U164,2021-12-27,Expense,Travel,506.0,Cash,Bengaluru,Monthly rent,7673
U110,2021-12-27,Expense,Rent,65.0,Card,Bengaluru,Doctor visit late,11752
U140,2021-12-27,Expense,Food,1028.0,Card,Lucknow,,3659
U102,2021-12-27,Expense,Food,854.0,UPI,Hyderabad,Salary,3830
U002,2021-12-27,Expense,Rent,100.0,UPI,Hyderabad,,6561
U010,2021-12-27,Expense,Food,3859.0,Card,Chennai,Salary cash,8290
U036,2021-12-27,Expense,Rent,310.0,Card,Jaipur,,9955
U007,2021-12-27,Expense,Utilities,999999.0,Card,Jaipur,Monthly rent cash,5930
U054,2021-12-26,Expense,Food,1642.0,Bank Transfer,Delhi,Salary,5686
U030,2021-12-26,Income,Other Income,35329.0,Card,Mumbai,Grocery shopping,9602
U089,2021-12-26,Expense,Others,346.0,Cash,Jaipur,,9654
U166,2021-12-26,Expense,Food,579.0,Cash,Jaipur,Gift,14874
U160,2021-12-26,Expense,Entertainment,256.0,Bank Transfer,Chennai,Salary cash,4130
U033,2021-12-26,Income,Other Income,79491.0,Bank Transfer,Jaipur,Salary,10801
U166,2021-12-26,Income,Bonus,63912.0,UPI,Delhi,Netflix subscription,4391
U165,2021-12-25,Expense,Food,715.0,UPI,Hyderabad,Salary late,12573
U144,2021-12-25,Expense,Rent,489.0,Cash,Kolkata,Paid electricity bill late,4887
U073,2021-12-25,Expense,Rent,916.0,Bank Transfer,Kolkata,Salary,9951
U023,2021-12-25,Expense,Rent,176.0,Cash,Ahmedabad,Gift via app,9851
U091,2021-12-25,Expense,Food,1429.0,Cash,Bengaluru,Course fee,10461
U178,2021-12-25,Expense,Travel,881.0,Cash,Hyderabad,Uber to office,1128
U123,2021-12-25,Expense,Rent,63.0,Cash,Delhi,Course fee,11405
U177,2021-12-25,Expense,Education,97.0,UPI,Bengaluru,Uber to office,1161
U031,2021-12-24,Expense,Food,469.0,UPI,Chennai,,8273
U037,2021-12-24,Expense,Education,411.0,Card,Mumbai,Dinner at resto,12708
U113,2021-12-24,Expense,Food,1145.0,UPI,Ahmedabad,Gift,7298
U076,2021-12-24,Expense,Food,9.0,UPI,Lucknow,,11496
U055,2021-12-24,Expense,Rent,913.0,UPI,Ahmedabad,Monthly rent,10084
U122,2021-12-23,Expense,Rent,2213.0,Card,Delhi,Netflix subscription,1728
U013,2021-12-23,Expense,Food,1676.0,Bank Transfer,Mumbai,Netflix subscription,12451
U019,2021-12-23,Expense,Rent,255.0,Bank Transfer,Jaipur,Salary,14264
U079,2021-12-23,Expense,Food,311.0,Bank Transfer,Pune,,5902
